Customer ID,Birth Date,Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag,City,ZipCode,State,Age
15258,1978-05-07,High School,Skilled Manual,F,M,1,2,0,0,38710,41,0,Newark,7101,New Jersey,47
15259,1977-10-04,Partial High School,Clerical,M,S,0,2,0,0,62698,70,1,Santa Ana,92701,California,47
15260,1977-08-21,Partial High School,Clerical,F,S,1,2,0,0,34982,42,0,San Jose,95101,California,47
15269,1976-05-20,High School,Skilled Manual,F,M,1,2,0,0,37347,50,0,Tucson,85701,Arizona,49
15270,1976-08-06,High School,Skilled Manual,F,S,0,2,0,0,66557,43,0,Toledo,43601,Ohio,48
15271,1976-06-03,High School,Skilled Manual,M,S,1,2,0,0,62409,65,0,Virginia Beach,23450,Virginia,49
15272,1976-07-02,High School,Skilled Manual,M,S,0,2,0,0,57203,66,1,Oklahoma City,73101,Oklahoma,48
15273,1976-05-14,Partial College,Skilled Manual,M,S,1,1,0,0,72862,65,0,Detroit,48201,Michigan,49
15274,1976-07-25,Partial College,Skilled Manual,M,S,1,1,0,0,64627,70,0,Dallas,75201,Texas,48
15422,1979-07-10,High School,Skilled Manual,F,M,1,2,0,0,36566,42,0,Boston,2101,Massachusetts,45
15423,1979-04-26,High School,Skilled Manual,M,S,0,2,0,0,55816,69,0,New York,10001,New York,46
15424,1979-06-12,Partial College,Skilled Manual,F,S,0,1,0,0,50338,42,1,Fort Worth,76101,Texas,46
15427,1979-11-18,Partial College,Skilled Manual,F,S,0,1,0,0,73142,41,1,Detroit,48201,Michigan,45
15428,1979-05-01,Partial College,Skilled Manual,M,M,1,2,0,0,92200,78,0,Atlanta,30301,Georgia,46
15429,1979-04-19,Partial College,Skilled Manual,M,M,0,2,0,0,87979,77,0,Fresno,93701,California,46
15430,1978-06-09,Partial College,Skilled Manual,M,M,1,1,0,0,43887,72,0,Pittsburgh,15201,Pennsylvania,47
15431,1978-03-17,Partial College,Skilled Manual,M,M,1,1,0,0,61860,72,0,Boston,2101,Massachusetts,47
15432,1978-08-18,Partial College,Skilled Manual,M,S,1,2,0,0,90982,71,1,Milwaukee,53201,Wisconsin,46
15433,1978-08-18,Partial College,Skilled Manual,M,S,0,2,0,0,77587,69,0,St. Louis,63101,Missouri,46
15464,1980-04-04,Partial College,Manual,F,M,0,1,0,0,24012,42,0,Philadelphia,19101,Pennsylvania,45
15465,1980-09-03,Partial College,Manual,F,M,0,1,0,0,22391,41,0,Albuquerque,87101,New Mexico,44
15519,2021-11-10,Partial High School,Clerical,F,M,0,2,0,4,19471,31,0,San Francisco,94101,California,3
15610,1980-10-12,Partial College,Clerical,F,S,0,1,0,0,50476,43,0,Honolulu,96801,Hawaii,44
15611,1978-08-11,High School,Manual,F,S,1,1,0,0,28247,39,0,Louisville,40201,Kentucky,46
15612,1978-04-07,High School,Manual,M,S,0,1,0,0,63128,73,1,Fresno,93701,California,47
15639,1980-03-02,Partial College,Manual,F,M,0,1,0,0,23740,48,0,Santa Ana,92701,California,45
15640,1980-04-16,Partial College,Manual,M,S,1,1,0,0,23549,56,0,Pittsburgh,15201,Pennsylvania,45
15641,1978-05-04,Partial College,Manual,M,M,1,1,0,0,22476,62,0,Lexington,40502,Kentucky,47
15642,1977-08-24,High School,Manual,F,S,1,2,0,0,18375,36,0,St. Louis,63101,Missouri,47
15643,1977-09-20,High School,Manual,M,S,1,2,0,0,21966,53,0,Aurora,80010,Colorado,47
15645,1979-03-12,Bachelors,Clerical,M,M,0,0,0,0,29739,63,0,Colorado Springs,80901,Colorado,46
15646,1978-11-03,High School,Manual,F,S,0,0,1,1,22915,50,0,Omaha,68101,Nebraska,46
15647,1978-11-20,Bachelors,Clerical,F,M,1,0,0,0,26667,40,0,Portland,97201,Oregon,46
15648,1978-09-04,Bachelors,Clerical,M,M,1,0,0,0,39274,63,0,Charlotte,28201,North Carolina,46
15715,1975-06-20,Bachelors,Professional,F,S,0,3,0,0,73453,46,1,Mesa,85201,Arizona,50
15716,1975-06-20,Bachelors,Professional,M,S,0,2,0,0,111015,70,0,Chula Vista,91910,California,50
15717,1976-05-26,Bachelors,Professional,F,S,0,2,0,0,78393,54,0,Charlotte,28201,North Carolina,49
15718,1976-04-15,Bachelors,Professional,F,M,1,3,0,0,82591,43,0,Anaheim,92801,California,49
15813,1976-08-02,High School,Skilled Manual,M,S,1,2,0,0,50866,67,0,Omaha,68101,Nebraska,48
15814,1976-04-16,High School,Skilled Manual,F,S,1,1,0,0,39200,39,0,Plano,75023,Texas,49
15818,1976-07-19,High School,Skilled Manual,M,M,1,2,0,0,43737,73,0,Bakersfield,93301,California,48
15819,1980-09-15,High School,Skilled Manual,F,S,1,2,0,0,52172,46,0,Columbus,43085,Ohio,44
15821,1980-12-26,High School,Skilled Manual,M,S,0,2,0,0,51777,63,1,Tampa,33601,Florida,44
15824,1977-06-02,Partial High School,Clerical,F,S,1,2,0,0,53344,45,0,Miami,33101,Florida,48
15825,1976-06-04,High School,Skilled Manual,F,S,1,2,0,0,35701,41,0,New York,10001,New York,49
15827,1979-05-07,High School,Skilled Manual,F,S,0,2,0,0,43444,44,0,San Diego,92101,California,46
15834,1976-03-25,Partial College,Skilled Manual,F,S,0,1,0,0,54844,42,0,Columbus,43085,Ohio,49
15835,1976-04-27,Partial College,Skilled Manual,M,S,0,1,0,0,38793,59,0,Las Vegas,89101,Nevada,49
15836,1976-04-15,Partial College,Skilled Manual,M,S,0,1,0,0,54911,66,0,Chula Vista,91910,California,49
15837,1975-10-21,High School,Skilled Manual,F,S,0,2,0,0,44970,46,0,Anchorage,99501,Alaska,49
16015,1979-02-03,Partial College,Skilled Manual,F,S,0,1,0,0,47293,36,0,Jacksonville,32099,Florida,46
16017,1979-05-12,Partial College,Skilled Manual,M,M,0,1,0,0,94984,76,0,Columbus,43085,Ohio,46
16018,1979-05-02,Partial College,Skilled Manual,F,S,0,1,0,0,68894,45,0,Plano,75023,Texas,46
16019,1979-02-02,Partial College,Skilled Manual,F,S,1,2,0,0,74488,47,1,Philadelphia,19101,Pennsylvania,46
16020,1978-08-26,High School,Skilled Manual,M,M,1,2,0,0,48445,67,0,Riverside,92501,California,46
16021,1978-10-26,Partial High School,Clerical,F,S,0,2,0,0,53512,41,0,Louisville,40201,Kentucky,46
16022,1978-07-20,Partial High School,Clerical,M,S,0,2,0,0,44176,63,0,Oakland,94601,California,46
16024,1978-08-17,Partial College,Skilled Manual,M,M,1,1,0,0,51719,70,0,El Paso,79901,Texas,46
16187,1980-08-17,Partial High School,Manual,M,S,0,2,0,0,17717,55,1,Tampa,33601,Florida,44
16188,1980-04-05,Partial High School,Manual,F,S,0,2,0,0,15871,38,0,Greensboro,27401,North Carolina,45
16189,1979-04-02,Partial College,Clerical,F,M,0,1,0,0,36492,43,0,Honolulu,96801,Hawaii,46
16190,1979-01-08,Partial College,Clerical,M,S,0,1,0,0,54583,63,1,Anaheim,92801,California,46
16191,1978-03-18,High School,Manual,F,S,1,1,0,0,15909,44,0,Lexington,40502,Kentucky,47
16192,1978-06-04,High School,Manual,F,S,0,1,0,0,36825,43,0,Denver,80201,Colorado,47
16193,1978-06-20,High School,Manual,M,S,0,1,0,0,43667,61,0,Las Vegas,89101,Nevada,47
16299,1977-11-24,High School,Manual,F,S,0,1,0,0,18603,40,1,Anaheim,92801,California,47
16300,1977-11-10,High School,Manual,M,S,0,1,0,0,11488,55,0,Cincinnati,45201,Ohio,47
16301,1977-02-06,High School,Manual,M,S,0,1,0,0,18237,56,0,Portland,97201,Oregon,48
16302,1979-11-12,High School,Manual,F,S,1,2,4,4,21409,61,1,Baltimore,21201,Maryland,45
16303,1979-09-07,High School,Manual,F,S,1,2,5,5,11507,68,1,Denver,80201,Colorado,45
16304,1979-10-16,High School,Manual,M,S,1,2,5,5,24184,106,0,Chula Vista,91910,California,45
16305,1979-09-23,Partial College,Clerical,M,S,1,1,3,3,55327,98,1,Riverside,92501,California,45
16306,1979-02-18,Partial College,Clerical,F,M,0,2,3,3,47324,72,1,St. Louis,63101,Missouri,46
16312,1978-01-20,Partial College,Clerical,F,S,1,2,3,3,50963,63,1,San Diego,92101,California,47
16313,1978-03-26,Partial College,Clerical,F,S,1,1,4,4,46305,71,1,Atlanta,30301,Georgia,47
16314,1978-04-24,Partial College,Clerical,M,S,1,3,4,4,60691,109,0,Riverside,92501,California,47
16315,1977-07-22,Partial College,Clerical,M,S,1,3,5,5,58534,122,1,El Paso,79901,Texas,47
16316,1977-10-24,Partial College,Clerical,F,S,0,1,0,0,54340,44,0,Santa Ana,92701,California,47
16317,1977-09-23,Partial College,Clerical,M,S,0,1,0,0,64322,66,0,San Diego,92101,California,47
16318,1977-06-08,Partial College,Clerical,F,S,0,1,0,0,34719,39,1,Colorado Springs,80901,Colorado,48
16319,1976-11-21,High School,Manual,F,S,1,1,0,0,21081,36,0,Dallas,75201,Texas,48
16320,1976-03-04,High School,Manual,F,S,0,1,0,0,10471,34,0,Phoenix,85001,Arizona,49
16323,1975-04-05,Partial College,Clerical,M,S,1,1,0,0,60338,63,1,San Diego,92101,California,50
16324,1975-03-19,Bachelors,Skilled Manual,M,M,1,0,1,1,57934,82,0,Chicago,60601,Illinois,50
16325,2013-09-10,Partial College,Clerical,F,S,1,1,0,1,32768,26,0,Fort Wayne,46801,Indiana,11
16331,1977-03-12,Partial High School,Clerical,F,S,0,2,0,0,38330,41,0,Dallas,75201,Texas,48
16333,1977-02-21,Partial College,Skilled Manual,M,M,0,1,0,0,55410,71,0,Baltimore,21201,Maryland,48
16335,1977-08-25,Partial College,Skilled Manual,F,S,1,2,0,0,49252,45,0,Atlanta,30301,Georgia,47
16336,1977-06-08,Partial College,Skilled Manual,M,M,1,2,0,0,82145,83,0,Houston,77001,Texas,48
16337,1977-07-06,Partial College,Skilled Manual,M,M,0,2,0,0,87854,77,0,Newark,7101,New Jersey,47
16340,1980-12-24,Partial College,Skilled Manual,M,S,0,2,0,0,14980,55,0,Portland,97201,Oregon,44
16344,1980-05-18,Partial College,Skilled Manual,M,S,0,2,0,0,82107,75,0,Los Angeles,90001,California,45
16353,1975-11-07,Partial College,Skilled Manual,M,M,1,2,0,0,49743,70,0,Milwaukee,53201,Wisconsin,49
16354,1975-02-07,High School,Skilled Manual,F,S,0,2,0,0,42046,39,0,Lincoln,68501,Nebraska,50
16355,1975-06-27,High School,Skilled Manual,F,S,1,2,0,0,23245,37,0,Riverside,92501,California,49
16356,1975-12-18,Partial College,Skilled Manual,F,M,1,2,0,0,51834,48,0,Columbus,43085,Ohio,49
16437,1977-10-24,High School,Manual,M,S,0,1,0,0,25596,60,0,Honolulu,96801,Hawaii,47
16439,1979-10-26,High School,Manual,F,S,1,2,4,4,18016,65,1,Santa Ana,92701,California,45
16440,1979-12-04,High School,Manual,M,S,1,2,4,4,16626,93,0,Fort Worth,76101,Texas,45
16441,1979-03-12,High School,Manual,M,M,0,2,5,5,24178,118,0,San Francisco,94101,California,46
16442,1979-08-27,Partial College,Clerical,M,S,1,1,3,3,48259,96,1,New Orleans,70112,Louisiana,45
16443,1979-03-08,Partial College,Clerical,F,S,1,2,3,3,44099,61,1,New York,10001,New York,46
16449,1978-02-14,Partial College,Clerical,M,S,1,2,4,4,52994,104,1,Tampa,33601,Florida,47
16450,1977-08-15,Partial College,Clerical,F,S,1,2,5,5,56897,79,1,Colorado Springs,80901,Colorado,47
16451,1977-09-05,Partial College,Clerical,M,S,0,1,0,0,60047,64,0,Tulsa,74101,Oklahoma,47
16452,1977-11-21,Partial College,Clerical,F,S,0,1,0,0,48837,44,0,Pittsburgh,15201,Pennsylvania,47
16453,1977-04-09,Partial College,Clerical,F,S,0,1,0,0,56043,44,0,Indianapolis,46201,Indiana,48
16454,1977-06-05,Partial College,Clerical,M,M,0,1,0,0,47951,67,0,Sacramento,94203,California,48
16455,2011-08-13,High School,Manual,F,M,0,2,0,4,10196,22,0,Virginia Beach,23450,Virginia,13
16456,1975-07-13,High School,Manual,M,S,0,1,0,0,18906,59,0,Omaha,68101,Nebraska,49
16457,1976-02-19,Partial High School,Manual,F,S,0,1,0,0,22248,35,0,Stockton,95201,California,49
16458,1976-12-19,Partial College,Clerical,F,S,0,1,0,0,53604,45,0,Tampa,33601,Florida,48
16460,1976-11-17,Partial College,Clerical,F,S,0,1,0,0,43093,48,0,Saint Paul,55101,Minnesota,48
16461,1976-02-06,Partial College,Clerical,F,S,0,1,0,0,48322,42,0,Raleigh,27601,North Carolina,49
16462,1975-04-17,Partial High School,Manual,F,S,0,1,0,0,31840,38,1,Portland,97201,Oregon,50
16463,1975-10-22,Partial High School,Manual,F,S,0,1,0,0,19439,45,0,Cleveland,44101,Ohio,49
16468,1975-11-18,Partial College,Clerical,M,S,1,1,0,0,44264,64,0,San Diego,92101,California,49
16469,1975-11-19,Partial College,Clerical,F,S,1,1,0,0,48304,47,0,San Diego,92101,California,49
16470,1975-11-09,Bachelors,Skilled Manual,M,M,1,0,1,1,71043,89,0,Anchorage,99501,Alaska,49
16471,2013-08-17,High School,Manual,F,M,0,2,0,4,15756,25,0,Phoenix,85001,Arizona,11
16477,1977-05-04,Partial High School,Clerical,F,S,0,2,0,0,33538,43,1,Chicago,60601,Illinois,48
16478,1977-01-21,Partial College,Skilled Manual,M,S,0,2,0,0,79586,71,1,Kansas City,64101,Missouri,48
16479,1976-05-09,Partial College,Skilled Manual,F,S,1,2,0,0,71121,49,0,Aurora,80010,Colorado,49
16485,1980-04-23,Partial High School,Clerical,M,S,1,2,0,0,45318,63,1,Chicago,60601,Illinois,45
16490,1980-05-17,Partial College,Skilled Manual,F,M,1,2,0,0,67325,47,0,Las Vegas,89101,Nevada,45
16497,1975-07-07,Partial College,Skilled Manual,F,S,1,2,0,0,44965,37,0,Cincinnati,45201,Ohio,49
16498,1975-11-09,Partial College,Skilled Manual,M,S,1,2,0,0,59540,67,0,Durham,27701,North Carolina,49
16499,1975-10-17,High School,Skilled Manual,F,S,1,2,0,0,49901,46,0,Tucson,85701,Arizona,49
16500,1975-02-20,High School,Skilled Manual,F,S,0,2,0,0,54883,42,0,Cleveland,44101,Ohio,50
16501,1975-07-27,High School,Skilled Manual,F,S,1,2,0,0,44644,41,0,Phoenix,85001,Arizona,49
16502,1975-02-13,High School,Skilled Manual,M,S,1,2,0,0,53577,68,1,Durham,27701,North Carolina,50
16503,1975-03-02,Partial College,Skilled Manual,M,M,1,2,0,0,97410,77,0,Lincoln,68501,Nebraska,50
16515,1980-02-04,Partial College,Manual,M,M,0,1,0,0,22739,55,0,Atlanta,30301,Georgia,45
16516,1980-07-27,Bachelors,Clerical,M,M,1,0,0,0,25775,63,0,New Orleans,70112,Louisiana,44
16517,1976-03-19,High School,Manual,F,M,1,0,1,1,10888,51,0,Los Angeles,90001,California,49
16518,1976-06-19,High School,Manual,F,S,0,0,1,1,16916,41,0,San Francisco,94101,California,49
16519,1976-08-14,High School,Manual,F,S,0,0,1,1,19417,46,0,Honolulu,96801,Hawaii,48
16520,1976-10-23,High School,Manual,F,M,1,0,1,1,15242,43,1,San Francisco,94101,California,48
16521,1979-08-11,High School,Manual,F,S,0,0,1,1,23777,47,0,Wichita,67201,Kansas,45
16522,1979-07-05,High School,Manual,F,M,1,0,1,1,23933,53,0,Fresno,93701,California,45
16523,1979-01-11,Bachelors,Clerical,F,M,1,0,0,0,17500,46,0,Honolulu,96801,Hawaii,46
16524,1979-07-24,Bachelors,Clerical,M,M,1,0,0,0,48089,66,0,Baltimore,21201,Maryland,45
16525,1978-05-25,Bachelors,Clerical,F,M,0,0,0,0,27891,45,0,Phoenix,85001,Arizona,47
16526,1978-10-25,Bachelors,Clerical,M,S,1,0,0,0,37487,62,0,Aurora,80010,Colorado,46
16527,1978-06-20,Bachelors,Clerical,M,S,1,0,0,0,37400,61,0,New York,10001,New York,47
16528,1978-08-25,Bachelors,Clerical,F,S,1,0,0,0,33226,40,1,Stockton,95201,California,46
16529,1977-07-28,Bachelors,Clerical,M,M,1,0,0,0,59104,71,0,Denver,80201,Colorado,47
16568,2022-02-13,Graduate Degree,Clerical,F,M,1,0,0,1,60432,41,0,Fort Worth,76101,Texas,3
16605,1975-11-10,Bachelors,Professional,F,M,1,4,0,0,86389,57,0,Jacksonville,32099,Florida,49
16606,1976-11-09,Bachelors,Professional,M,S,1,3,0,0,104798,68,0,Las Vegas,89101,Nevada,48
16607,1975-08-27,Bachelors,Professional,M,M,1,3,0,0,101116,82,0,Tucson,85701,Arizona,49
16608,1975-12-13,Bachelors,Professional,M,S,1,3,0,0,107684,74,1,San Francisco,94101,California,49
16611,1975-01-16,Bachelors,Professional,M,S,0,3,0,0,135217,78,1,Denver,80201,Colorado,50
16612,1975-08-22,Bachelors,Professional,F,S,0,2,0,0,117317,53,0,Fort Worth,76101,Texas,49
16655,1976-03-26,Partial College,Professional,F,M,1,2,0,0,78787,53,0,Indianapolis,46201,Indiana,49
16714,1976-08-10,High School,Skilled Manual,M,M,1,2,0,0,47522,65,0,Tucson,85701,Arizona,48
16715,1976-09-21,High School,Skilled Manual,F,M,1,2,0,0,29357,42,0,Lincoln,68501,Nebraska,48
16716,1976-02-03,High School,Skilled Manual,M,S,0,2,0,0,49662,64,0,Colorado Springs,80901,Colorado,49
16717,1975-04-11,High School,Skilled Manual,F,M,1,1,0,0,43452,47,0,Phoenix,85001,Arizona,50
16718,1975-07-26,High School,Skilled Manual,M,S,1,1,0,0,45519,65,0,Philadelphia,19101,Pennsylvania,49
16719,1975-01-11,High School,Skilled Manual,M,S,1,1,0,0,41834,63,0,Philadelphia,19101,Pennsylvania,50
16720,1980-11-17,High School,Skilled Manual,F,S,1,2,0,0,52144,42,0,Fort Wayne,46801,Indiana,44
16721,1980-09-03,High School,Skilled Manual,M,M,0,2,0,0,45617,70,0,Fort Wayne,46801,Indiana,44
16722,1980-06-27,High School,Skilled Manual,M,S,1,2,0,0,50323,65,1,Plano,75023,Texas,44
16723,1980-09-14,High School,Skilled Manual,F,M,1,2,0,0,62779,50,0,Aurora,80010,Colorado,44
16725,1980-06-21,High School,Skilled Manual,M,M,1,2,0,0,60665,67,0,Las Vegas,89101,Nevada,45
16726,1979-05-26,High School,Skilled Manual,M,M,1,2,0,0,44109,70,0,Arlington,76010,Texas,46
16727,1980-11-17,High School,Skilled Manual,M,S,0,2,0,0,56787,65,0,Mesa,85201,Arizona,44
16728,1980-01-21,High School,Skilled Manual,M,M,1,2,0,0,63725,73,0,Milwaukee,53201,Wisconsin,45
16731,1979-02-09,Partial High School,Clerical,F,S,0,2,0,0,38881,36,1,Saint Paul,55101,Minnesota,46
16732,1978-06-25,High School,Skilled Manual,F,S,0,2,0,0,47416,47,1,Anaheim,92801,California,46
16735,1977-06-06,High School,Skilled Manual,F,S,0,2,0,0,38359,41,0,Saint Paul,55101,Minnesota,48
16736,1977-09-20,High School,Skilled Manual,F,S,0,2,0,0,21824,42,0,Long Beach,90801,California,47
16737,1979-05-02,High School,Skilled Manual,F,S,1,2,0,0,43615,45,0,Raleigh,27601,North Carolina,46
16746,1976-11-05,High School,Skilled Manual,F,S,0,2,0,0,41082,40,0,Tampa,33601,Florida,48
16747,1975-06-14,High School,Skilled Manual,M,S,0,2,0,0,59048,62,0,Pittsburgh,15201,Pennsylvania,50
16748,1975-06-01,High School,Skilled Manual,M,S,1,2,0,0,49765,62,1,San Francisco,94101,California,50
16918,1979-08-11,High School,Skilled Manual,F,S,1,2,0,0,47783,41,0,Irvine,92602,California,45
16920,1979-01-17,Partial College,Skilled Manual,M,M,0,2,0,0,76718,69,0,Toledo,43601,Ohio,46
16921,1978-11-14,High School,Skilled Manual,M,M,1,2,0,0,44363,71,0,Stockton,95201,California,46
16922,1978-02-02,Partial College,Skilled Manual,F,S,1,1,0,0,52596,47,1,Kansas City,64101,Missouri,47
16923,1978-11-09,Partial College,Skilled Manual,M,S,1,1,0,0,53539,66,0,Anaheim,92801,California,46
16924,1978-11-05,Partial College,Skilled Manual,F,S,0,2,0,0,84197,53,0,Plano,75023,Texas,46
17084,1980-11-14,Partial High School,Manual,M,S,0,2,0,0,16123,51,0,Colorado Springs,80901,Colorado,44
17119,1975-05-06,Partial College,Clerical,F,S,1,1,4,4,53942,67,1,Tulsa,74101,Oklahoma,50
17229,1976-04-19,Bachelors,Professional,F,S,0,2,0,0,77848,48,0,Greensboro,27401,North Carolina,49
17230,1975-12-13,Bachelors,Professional,M,M,1,3,0,0,127788,86,0,Newark,7101,New Jersey,49
17232,1975-06-05,Bachelors,Professional,M,M,1,2,0,0,124018,86,0,Lexington,40502,Kentucky,50
17233,1975-11-25,Bachelors,Professional,F,M,1,2,0,0,99972,57,0,Wichita,67201,Kansas,49
17335,1976-05-26,High School,Skilled Manual,M,M,1,2,0,0,49635,75,0,Cleveland,44101,Ohio,49
17336,1976-05-02,High School,Skilled Manual,M,S,0,2,0,0,46639,67,0,Virginia Beach,23450,Virginia,49
17337,1975-08-19,High School,Skilled Manual,M,S,1,1,0,0,58345,71,0,Corpus Christi,78401,Texas,49
17339,1976-11-09,High School,Skilled Manual,M,S,0,2,0,0,55110,64,0,New Orleans,70112,Louisiana,48
17340,1980-02-03,High School,Skilled Manual,F,S,1,2,0,0,44828,38,0,Indianapolis,46201,Indiana,45
17341,1980-11-15,High School,Skilled Manual,M,S,0,2,0,0,47994,66,0,Omaha,68101,Nebraska,44
17342,1978-05-27,Partial High School,Clerical,M,S,0,2,0,0,49600,69,0,Washington,20001,DC,47
17343,1978-10-14,Partial High School,Clerical,M,S,0,2,0,0,42984,63,0,Memphis,37501,Tennessee,46
17344,1978-11-24,High School,Skilled Manual,M,S,1,2,0,0,42406,63,0,Mesa,85201,Arizona,46
17347,1977-11-08,Partial High School,Clerical,F,S,0,2,0,0,39095,48,1,Anchorage,99501,Alaska,47
17349,1979-11-26,High School,Skilled Manual,F,M,1,2,0,0,25772,47,0,Irvine,92602,California,45
17356,1976-11-11,High School,Skilled Manual,F,S,0,2,0,0,38834,42,0,San Antonio,78201,Texas,48
17357,1976-03-21,High School,Skilled Manual,M,M,1,2,0,0,56828,74,0,Jersey City,7302,New Jersey,49
17358,1976-02-26,Partial College,Skilled Manual,F,M,1,1,0,0,72293,47,0,Stockton,95201,California,49
17359,1975-03-08,High School,Skilled Manual,F,M,1,2,0,0,49698,51,0,Long Beach,90801,California,50
17360,1975-01-04,High School,Skilled Manual,M,M,1,2,0,0,49386,69,0,Phoenix,85001,Arizona,50
11041,1977-10-16,Partial College,Skilled Manual,F,M,1,2,0,0,78170,51,0,Fort Worth,76101,Texas,47
17371,1978-08-18,High School,Skilled Manual,F,S,1,2,0,0,43042,40,0,Sacramento,94203,California,46
17372,1978-02-26,High School,Skilled Manual,F,M,0,2,0,0,44502,43,0,Las Vegas,89101,Nevada,47
17373,1978-06-28,High School,Skilled Manual,M,M,0,2,0,0,46949,65,0,Oakland,94601,California,46
17374,1978-09-17,Partial High School,Clerical,M,S,1,2,0,0,56997,68,0,Tucson,85701,Arizona,46
17376,1978-11-11,Partial College,Skilled Manual,F,S,0,1,0,0,41195,46,0,Phoenix,85001,Arizona,46
17377,1978-03-08,Partial College,Skilled Manual,F,S,0,1,0,0,22844,46,0,Houston,77001,Texas,47
17378,1978-06-09,Partial College,Skilled Manual,M,M,1,1,0,0,42593,68,0,Corpus Christi,78401,Texas,47
17379,1978-06-20,Partial College,Skilled Manual,F,S,0,1,0,0,36401,38,0,San Antonio,78201,Texas,47
17380,1978-02-06,Partial College,Skilled Manual,M,S,1,1,0,0,47336,65,0,Anchorage,99501,Alaska,47
17480,1978-08-20,Partial College,Skilled Manual,M,S,1,2,0,0,92700,73,0,Washington,20001,DC,46
17481,1977-11-06,Partial High School,Clerical,F,S,1,2,0,0,34648,38,1,Riverside,92501,California,47
17482,1977-05-02,Partial High School,Clerical,F,S,1,2,0,0,28696,46,1,Santa Ana,92701,California,48
17483,1977-07-25,Partial High School,Clerical,M,S,0,2,0,0,50122,67,0,Houston,77001,Texas,47
17485,1977-07-18,Partial College,Skilled Manual,M,M,1,1,0,0,52543,66,0,Detroit,48201,Michigan,47
17488,1977-09-16,Partial College,Skilled Manual,M,S,0,2,0,0,57375,66,0,St. Louis,63101,Missouri,47
17489,1977-11-21,Partial College,Skilled Manual,M,S,0,2,0,0,88333,73,0,Corpus Christi,78401,Texas,47
17490,1977-09-08,Partial College,Skilled Manual,F,S,0,2,0,0,77609,48,1,Milwaukee,53201,Wisconsin,47
17491,1976-07-20,Partial College,Skilled Manual,M,S,1,2,0,0,82806,71,1,Irvine,92602,California,48
17492,1976-06-14,Partial College,Skilled Manual,F,S,0,2,0,0,80067,49,0,Detroit,48201,Michigan,49
17497,1980-04-05,Partial High School,Clerical,F,S,0,2,0,0,52177,51,0,St. Louis,63101,Missouri,45
17498,1980-08-19,Partial College,Skilled Manual,M,S,0,2,0,0,25626,61,0,El Paso,79901,Texas,44
17499,1980-05-23,Bachelors,Management,M,S,1,3,0,3,143157,78,1,Columbus,43085,Ohio,45
17505,1975-11-18,High School,Skilled Manual,M,S,1,2,0,0,69432,70,0,New Orleans,70112,Louisiana,49
17509,1976-04-19,Partial College,Professional,F,S,0,2,0,0,61017,50,0,Jersey City,7302,New Jersey,49
17640,2016-12-07,High School,Manual,F,M,1,1,0,1,48784,32,0,Pittsburgh,15201,Pennsylvania,8
17654,1975-11-03,Partial College,Clerical,F,S,1,1,3,3,50638,69,1,Sacramento,94203,California,49
17724,1980-04-21,Partial College,Manual,F,M,1,1,0,0,16130,39,0,Louisville,40201,Kentucky,45
17725,1980-11-03,Partial College,Manual,M,S,1,1,0,0,16081,54,0,Milwaukee,53201,Wisconsin,44
17726,1980-09-20,Partial College,Manual,F,S,1,1,0,0,22025,41,0,Chicago,60601,Illinois,44
17727,1979-11-03,Partial College,Manual,F,M,1,1,0,0,20877,42,0,San Jose,95101,California,45
17728,1978-05-12,Partial College,Manual,F,S,0,1,0,0,17497,40,0,Anaheim,92801,California,47
17729,1978-02-24,Partial College,Manual,M,M,0,1,0,0,22596,63,0,Nashville,37201,Tennessee,47
17730,1978-10-03,Partial College,Manual,F,S,1,1,0,0,22062,40,1,Washington,20001,DC,46
17732,1979-08-18,Bachelors,Clerical,M,M,1,0,0,0,38257,65,0,Mesa,85201,Arizona,45
17733,1979-08-27,Bachelors,Clerical,M,M,1,0,0,0,15502,62,0,Irvine,92602,California,45
17734,1978-07-03,Bachelors,Clerical,F,M,1,0,0,0,33513,49,0,El Paso,79901,Texas,46
17735,1977-05-24,High School,Manual,M,S,0,0,1,1,26952,67,1,Raleigh,27601,North Carolina,48
17736,1977-12-07,High School,Manual,F,S,0,0,1,1,31791,51,1,Denver,80201,Colorado,47
17826,1976-06-02,Partial High School,Manual,F,S,1,2,0,0,24282,41,0,El Paso,79901,Texas,49
17827,1979-11-17,High School,Manual,F,S,1,3,4,4,24067,72,1,Anaheim,92801,California,45
17835,1978-06-28,Partial College,Clerical,M,M,0,3,4,4,60807,119,0,Minneapolis,55401,Minnesota,46
17836,1977-09-17,High School,Manual,F,S,1,1,0,0,21403,40,0,Toledo,43601,Ohio,47
17838,1975-12-25,Partial High School,Manual,F,S,0,2,0,0,21022,40,0,Atlanta,30301,Georgia,49
17839,1975-02-17,Partial High School,Manual,F,S,1,2,0,0,21483,38,1,Omaha,68101,Nebraska,50
17840,1975-08-18,Partial High School,Manual,M,S,0,2,0,0,27262,65,0,Charlotte,28201,North Carolina,49
17841,1976-09-09,Partial College,Clerical,M,S,0,1,0,0,61987,68,1,Toledo,43601,Ohio,48
17842,1975-10-24,Partial High School,Manual,M,S,1,1,0,0,17290,56,0,El Paso,79901,Texas,49
